OrigRowNum,Table Type,Topic,Question,Table Section,Section Order,Row Type,Qnum2021,Topic2021,Qnum2018,Topic2018,,,,,,,,,,,,,,,,,,,,
3631,Closed End,Major issues in the community,Q23J,Education,3,Data,Q28J_21,Major issues in the community,,,HS diploma or GED,27%,41%,17%,16%,258,,,,,,,,,,,,,,
3632,Closed End,Major issues in the community,Q23J,Education,4,Data,Q28J_21,Major issues in the community,,,"Some college, trade school, or Associate degree",26%,33%,25%,16%,875,,,,,,,,,,,,,,
3633,Closed End,Major issues in the community,Q23J,Education,5,Data,Q28J_21,Major issues in the community,,,Bachelor's degree or higher,16%,33%,32%,18%,2012,,,,,,,,,,,,,,
3634,Closed End,Major issues in the community,Q23J,Household income,1,Header,Q28J_21,Major issues in the community,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3635,Closed End,Major issues in the community,Q23J,Household income,2,Data,Q28J_21,Major issues in the community,,,"Less than $20,000",37%,33%,12%,17%,223,,,,,,,,,,,,,,
3636,Closed End,Major issues in the community,Q23J,Household income,3,Data,Q28J_21,Major issues in the community,,,"$20,000 to $39,999",30%,41%,16%,13%,327,,,,,,,,,,,,,,
3637,Closed End,Major issues in the community,Q23J,Household income,4,Data,Q28J_21,Major issues in the community,,,"$40,000 to $59,999",26%,39%,23%,12%,389,,,,,,,,,,,,,,
3638,Closed End,Major issues in the community,Q23J,Household income,5,Data,Q28J_21,Major issues in the community,,,"$60,000 to $79,999",25%,32%,26%,16%,394,,,,,,,,,,,,,,
3639,Closed End,Major issues in the community,Q23J,Household income,6,Data,Q28J_21,Major issues in the community,,,"$80,000 to $99,999",16%,39%,27%,17%,302,,,,,,,,,,,,,,
3640,Closed End,Major issues in the community,Q23J,Household income,7,Data,Q28J_21,Major issues in the community,,,"$100,000 to $149,999",19%,33%,27%,21%,532,,,,,,,,,,,,,,
3641,Closed End,Major issues in the community,Q23J,Household income,8,Data,Q28J_21,Major issues in the community,,,"$150,000 or more",11%,32%,38%,19%,588,,,,,,,,,,,,,,
3642,Closed End,Major issues in the community,Q23J,Housing status,1,Header,Q28J_21,Major issues in the community,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3643,Closed End,Major issues in the community,Q23J,Housing status,2,Data,Q28J_21,Major issues in the community,,,Owner,19%,34%,29%,19%,2521,,,,,,,,,,,,,,
3644,Closed End,Major issues in the community,Q23J,Housing status,3,Data,Q28J_21,Major issues in the community,,,Renter,30%,36%,20%,14%,724,,,,,,,,,,,,,,
3645,Closed End,Major issues in the community,Q23J,Housing status,4,Data,Q28J_21,Major issues in the community,,,"Lives with family or friends, homeless, or some other arrangement",40%,42%,15%,3%,64,,,,,,,,,,,,,,
3646,Closed End,Major issues in the community,Q23J,Home language,1,Header,Q28J_21,Major issues in the community,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3647,Closed End,Major issues in the community,Q23J,Home language,2,Data,Q28J_21,Major issues in the community,,,English only,19%,35%,28%,17%,2894,,,,,,,,,,,,,,
3648,Closed End,Major issues in the community,Q23J,Home language,3,Data,Q28J_21,Major issues in the community,,,English plus another language,31%,34%,18%,16%,213,,,,,,,,,,,,,,
3649,Closed End,Major issues in the community,Q23J,Home language,4,Data,Q28J_21,Major issues in the community,,,Another language only,40%,37%,15%,9%,109,,,,,,,,,,,,,,
3650,Closed End,Major issues in the community,Q23J,Race / ethnicity,1,Header,Q28J_21,Major issues in the community,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3651,Closed End,Major issues in the community,Q23J,Race / ethnicity,2,Data,Q28J_21,Major issues in the community,,,BIPOC,36%,36%,17%,11%,546,,,,,,,,,,,,,,
3652,Closed End,Major issues in the community,Q23J,Race / ethnicity,3,Data,Q28J_21,Major issues in the community,,,"American Indian, Native American, or Alaska Native",28%,28%,18%,26%,66,,,,,,,,,,,,,,
3653,Closed End,Major issues in the community,Q23J,Race / ethnicity,4,Data,Q28J_21,Major issues in the community,,,Asian American or Asian,23%,39%,25%,12%,216,,,,,,,,,,,,,,
3654,Closed End,Major issues in the community,Q23J,Race / ethnicity,5,Data,Q28J_21,Major issues in the community,,,"Black, African American, or African",46%,32%,11%,11%,163,,,,,,,,,,,,,,
3655,Closed End,Major issues in the community,Q23J,Race / ethnicity,6,Data,Q28J_21,Major issues in the community,,,Latino/a or Hispanic,40%,37%,13%,10%,133,,,,,,,,,,,,,,
3656,Closed End,Major issues in the community,Q23J,Race / ethnicity,7,Data,Q28J_21,Major issues in the community,,,White or Caucasian alone,17%,35%,30%,18%,2559,,,,,,,,,,,,,,
3657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,Closed End,Major issues in the community,Q23K,Title,1,Title,Q28K_21,Major issues in the community,,,23K. How significant of an issue do you consider opioid and other drug use to be within the East Metro?,,,,,,,,,,,,,,,,,,,
3659,Closed End,Major issues in the community,Q23K,Column labels,1,Labels,Q28K_21,Major issues in the community,,,,Very significant,Somewhat significant,Not very significant,Not at all significant,Number of respondents (unweighted),,,,,,,,,,,,,,
3660,Closed End,Major issues in the community,Q23K,Region,1,Header,Q28K_21,Major issues in the community,,,Results by region:,,,,,,,,,,,,,,,,,,,
3661,Closed End,Major issues in the community,Q23K,Region,2,Data,Q28K_21,Major issues in the community,,,East Metro overall,39%,39%,15%,7%,3190,,,,,,,,,,,,,,
3662,Closed End,Major issues in the community,Q23K,Region,3,Data,Q28K_21,Major issues in the community,,,Dakota County,35%,44%,14%,7%,798,,,,,,,,,,,,,,
3663,Closed End,Major issues in the community,Q23K,Region,4,Data,Q28K_21,Major issues in the community,,,Ramsey County (overall),44%,37%,13%,6%,1749,,,,,,,,,,,,,,
3664,Closed End,Major issues in the community,Q23K,Region,5,Data,Q28K_21,Major issues in the community,,,City of Saint Paul,47%,36%,12%,5%,980,,,,,,,,,,,,,,
3665,Closed End,Major issues in the community,Q23K,Region,6,Data,Q28K_21,Major issues in the community,,,Suburban Ramsey County,40%,38%,14%,8%,769,,,,,,,,,,,,,,
3666,Closed End,Major issues in the community,Q23K,Region,7,Data,Q28K_21,Major issues in the community,,,Washington County,37%,36%,21%,6%,643,,,,,,,,,,,,,,
3667,Closed End,Major issues in the community,Q23K,Gender,1,Header,Q28K_21,Major issues in the community,,,Results by gender identity:,,,,,,,,,,,,,,,,,,,
3668,Closed End,Major issues in the community,Q23K,Gender,2,Data,Q28K_21,Major issues in the community,,,Females,41%,40%,14%,5%,1881,,,,,,,,,,,,,,
3669,Closed End,Major issues in the community,Q23K,Gender,3,Data,Q28K_21,Major issues in the community,,,Males,37%,39%,15%,8%,1160,,,,,,,,,,,,,,
3670,Closed End,Major issues in the community,Q23K,Age,1,Header,Q28K_21,Major issues in the community,,,Results by age:,,,,,,,,,,,,,,,,,,,
3671,Closed End,Major issues in the community,Q23K,Age,2,Data,Q28K_21,Major issues in the community,,,18-34,36%,38%,19%,7%,383,,,,,,,,,,,,,,
3672,Closed End,Major issues in the community,Q23K,Age,3,Data,Q28K_21,Major issues in the community,,,35-44,36%,42%,17%,5%,526,,,,,,,,,,,,,,
3673,Closed End,Major issues in the community,Q23K,Age,4,Data,Q28K_21,Major issues in the community,,,45-54,33%,47%,17%,4%,393,,,,,,,,,,,,,,
3674,Closed End,Major issues in the community,Q23K,Age,5,Data,Q28K_21,Major issues in the community,,,55-64,35%,44%,14%,8%,492,,,,,,,,,,,,,,
3675,Closed End,Major issues in the community,Q23K,Age,6,Data,Q28K_21,Major issues in the community,,,65+,49%,35%,9%,7%,991,,,,,,,,,,,,,,
3676,Closed End,Major issues in the community,Q23K,Education,1,Header,Q28K_21,Major issues in the community,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3677,Closed End,Major issues in the community,Q23K,Education,2,Data,Q28K_21,Major issues in the community,,,"Less than HS diploma, no GED",47%,29%,14%,11%,45,,,,,,,,,,,,,,
3678,Closed End,Major issues in the community,Q23K,Education,3,Data,Q28K_21,Major issues in the community,,,HS diploma or GED,52%,27%,14%,7%,243,,,,,,,,,,,,,,
3679,Closed End,Major issues in the community,Q23K,Education,4,Data,Q28K_21,Major issues in the community,,,"Some college, trade school, or Associate degree",44%,37%,13%,6%,839,,,,,,,,,,,,,,
3680,Closed End,Major issues in the community,Q23K,Education,5,Data,Q28K_21,Major issues in the community,,,Bachelor's degree or higher,31%,46%,16%,7%,1923,,,,,,,,,,,,,,
3681,Closed End,Major issues in the community,Q23K,Household income,1,Header,Q28K_21,Major issues in the community,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3682,Closed End,Major issues in the community,Q23K,Household income,2,Data,Q28K_21,Major issues in the community,,,"Less than $20,000",52%,22%,13%,13%,213,,,,,,,,,,,,,,
3683,Closed End,Major issues in the community,Q23K,Household income,3,Data,Q28K_21,Major issues in the community,,,"$20,000 to $39,999",48%,31%,12%,9%,314,,,,,,,,,,,,,,
3684,Closed End,Major issues in the community,Q23K,Household income,4,Data,Q28K_21,Major issues in the community,,,"$40,000 to $59,999",39%,42%,14%,6%,372,,,,,,,,,,,,,,
3685,Closed End,Major issues in the community,Q23K,Household income,5,Data,Q28K_21,Major issues in the community,,,"$60,000 to $79,999",50%,26%,15%,9%,384,,,,,,,,,,,,,,
3686,Closed End,Major issues in the community,Q23K,Household income,6,Data,Q28K_21,Major issues in the community,,,"$80,000 to $99,999",37%,42%,16%,5%,288,,,,,,,,,,,,,,
3687,Closed End,Major issues in the community,Q23K,Household income,7,Data,Q28K_21,Major issues in the community,,,"$100,000 to $149,999",37%,44%,13%,6%,512,,,,,,,,,,,,,,
3688,Closed End,Major issues in the community,Q23K,Household income,8,Data,Q28K_21,Major issues in the community,,,"$150,000 or more",28%,48%,19%,5%,546,,,,,,,,,,,,,,
3689,Closed End,Major issues in the community,Q23K,Housing status,1,Header,Q28K_21,Major issues in the community,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3690,Closed End,Major issues in the community,Q23K,Housing status,2,Data,Q28K_21,Major issues in the community,,,Owner,37%,41%,15%,7%,2410,,,,,,,,,,,,,,
3691,Closed End,Major issues in the community,Q23K,Housing status,3,Data,Q28K_21,Major issues in the community,,,Renter,45%,32%,15%,8%,699,,,,,,,,,,,,,,
3692,Closed End,Major issues in the community,Q23K,Housing status,4,Data,Q28K_21,Major issues in the community,,,"Lives with family or friends, homeless, or some other arrangement",48%,37%,12%,4%,63,,,,,,,,,,,,,,
3693,Closed End,Major issues in the community,Q23K,Home language,1,Header,Q28K_21,Major issues in the community,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3694,Closed End,Major issues in the community,Q23K,Home language,2,Data,Q28K_21,Major issues in the community,,,English only,39%,41%,14%,6%,2780,,,,,,,,,,,,,,
3695,Closed End,Major issues in the community,Q23K,Home language,3,Data,Q28K_21,Major issues in the community,,,English plus another language,43%,30%,19%,7%,209,,,,,,,,,,,,,,
3696,Closed End,Major issues in the community,Q23K,Home language,4,Data,Q28K_21,Major issues in the community,,,Another language only,43%,26%,21%,10%,88,,,,,,,,,,,,,,
3697,Closed End,Major issues in the community,Q23K,Race / ethnicity,1,Header,Q28K_21,Major issues in the community,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3698,Closed End,Major issues in the community,Q23K,Race / ethnicity,2,Data,Q28K_21,Major issues in the community,,,BIPOC,48%,30%,15%,8%,502,,,,,,,,,,,,,,
3699,Closed End,Major issues in the community,Q23K,Race / ethnicity,3,Data,Q28K_21,Major issues in the community,,,"American Indian, Native American, or Alaska Native",64%,23%,3%,10%,63,,,,,,,,,,,,,,
3700,Closed End,Major issues in the community,Q23K,Race / ethnicity,4,Data,Q28K_21,Major issues in the community,,,Asian American or Asian,40%,32%,21%,7%,187,,,,,,,,,,,,,,
3701,Closed End,Major issues in the community,Q23K,Race / ethnicity,5,Data,Q28K_21,Major issues in the community,,,"Black, African American, or African",54%,29%,8%,9%,160,,,,,,,,,,,,,,
3702,Closed End,Major issues in the community,Q23K,Race / ethnicity,6,Data,Q28K_21,Major issues in the community,,,Latino/a or Hispanic,54%,29%,12%,5%,125,,,,,,,,,,,,,,
3703,Closed End,Major issues in the community,Q23K,Race / ethnicity,7,Data,Q28K_21,Major issues in the community,,,White or Caucasian alone,36%,43%,15%,6%,2459,,,,,,,,,,,,,,
3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,Closed End,Major issues in the community,Q23L,Title,1,Title,Q28L_21,Major issues in the community,,,23L. How significant of an issue do you consider political polarization to be within the East Metro?,,,,,,,,,,,,,,,,,,,
3706,Closed End,Major issues in the community,Q23L,Column labels,1,Labels,Q28L_21,Major issues in the community,,,,Very significant,Somewhat significant,Not very significant,Not at all significant,Number of respondents (unweighted),,,,,,,,,,,,,,
3707,Closed End,Major issues in the community,Q23L,Region,1,Header,Q28L_21,Major issues in the community,,,Results by region:,,,,,,,,,,,,,,,,,,,
3708,Closed End,Major issues in the community,Q23L,Region,2,Data,Q28L_21,Major issues in the community,,,East Metro overall,49%,31%,14%,6%,3271,,,,,,,,,,,,,,
3709,Closed End,Major issues in the community,Q23L,Region,3,Data,Q28L_21,Major issues in the community,,,Dakota County,50%,33%,12%,5%,822,,,,,,,,,,,,,,
3710,Closed End,Major issues in the community,Q23L,Region,4,Data,Q28L_21,Major issues in the community,,,Ramsey County (overall),49%,29%,17%,6%,1767,,,,,,,,,,,,,,
3711,Closed End,Major issues in the community,Q23L,Region,5,Data,Q28L_21,Major issues in the community,,,City of Saint Paul,47%,29%,20%,4%,968,,,,,,,,,,,,,,
3712,Closed End,Major issues in the community,Q23L,Region,6,Data,Q28L_21,Major issues in the community,,,Suburban Ramsey County,51%,29%,12%,7%,799,,,,,,,,,,,,,,
3713,Closed End,Major issues in the community,Q23L,Region,7,Data,Q28L_21,Major issues in the community,,,Washington County,49%,31%,14%,6%,682,,,,,,,,,,,,,,
3714,Closed End,Major issues in the community,Q23L,Gender,1,Header,Q28L_21,Major issues in the community,,,Results by gender identity:,,,,,,,,,,,,,,,,,,,
3715,Closed End,Major issues in the community,Q23L,Gender,2,Data,Q28L_21,Major issues in the community,,,Females,45%,34%,15%,6%,1920,,,,,,,,,,,,,,
3716,Closed End,Major issues in the community,Q23L,Gender,3,Data,Q28L_21,Major issues in the community,,,Males,54%,29%,13%,4%,1206,,,,,,,,,,,,,,
3717,Closed End,Major issues in the community,Q23L,Age,1,Header,Q28L_21,Major issues in the community,,,Results by age:,,,,,,,,,,,,,,,,,,,
3718,Closed End,Major issues in the community,Q23L,Age,2,Data,Q28L_21,Major issues in the community,,,18-34,39%,35%,21%,6%,391,,,,,,,,,,,,,,
3719,Closed End,Major issues in the community,Q23L,Age,3,Data,Q28L_21,Major issues in the community,,,35-44,42%,34%,16%,7%,556,,,,,,,,,,,,,,
3720,Closed End,Major issues in the community,Q23L,Age,4,Data,Q28L_21,Major issues in the community,,,45-54,50%,37%,10%,3%,395,,,,,,,,,,,,,,
3721,Closed End,Major issues in the community,Q23L,Age,5,Data,Q28L_21,Major issues in the community,,,55-64,50%,33%,12%,5%,507,,,,,,,,,,,,,,
3722,Closed End,Major issues in the community,Q23L,Age,6,Data,Q28L_21,Major issues in the community,,,65+,67%,23%,7%,3%,1025,,,,,,,,,,,,,,
3723,Closed End,Major issues in the community,Q23L,Education,1,Header,Q28L_21,Major issues in the community,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3724,Closed End,Major issues in the community,Q23L,Education,2,Data,Q28L_21,Major issues in the community,,,"Less than HS diploma, no GED",33%,26%,29%,12%,38,,,,,,,,,,,,,,
3725,Closed End,Major issues in the community,Q23L,Education,3,Data,Q28L_21,Major issues in the community,,,HS diploma or GED,48%,28%,14%,10%,235,,,,,,,,,,,,,,
3726,Closed End,Major issues in the community,Q23L,Education,4,Data,Q28L_21,Major issues in the community,,,"Some college, trade school, or Associate degree",51%,30%,15%,5%,823,,,,,,,,,,,,,,
3727,Closed End,Major issues in the community,Q23L,Education,5,Data,Q28L_21,Major issues in the community,,,Bachelor's degree or higher,49%,34%,13%,4%,2041,,,,,,,,,,,,,,
3728,Closed End,Major issues in the community,Q23L,Household income,1,Header,Q28L_21,Major issues in the community,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3729,Closed End,Major issues in the community,Q23L,Household income,2,Data,Q28L_21,Major issues in the community,,,"Less than $20,000",48%,25%,14%,13%,196,,,,,,,,,,,,,,
3730,Closed End,Major issues in the community,Q23L,Household income,3,Data,Q28L_21,Major issues in the community,,,"$20,000 to $39,999",44%,27%,20%,9%,316,,,,,,,,,,,,,,
3731,Closed End,Major issues in the community,Q23L,Household income,4,Data,Q28L_21,Major issues in the community,,,"$40,000 to $59,999",48%,26%,20%,7%,368,,,,,,,,,,,,,,
3732,Closed End,Major issues in the community,Q23L,Household income,5,Data,Q28L_21,Major issues in the community,,,"$60,000 to $79,999",50%,33%,10%,7%,394,,,,,,,,,,,,,,
3733,Closed End,Major issues in the community,Q23L,Household income,6,Data,Q28L_21,Major issues in the community,,,"$80,000 to $99,999",49%,29%,16%,6%,299,,,,,,,,,,,,,,
3734,Closed End,Major issues in the community,Q23L,Household income,7,Data,Q28L_21,Major issues in the community,,,"$100,000 to $149,999",52%,32%,12%,3%,533,,,,,,,,,,,,,,
3735,Closed End,Major issues in the community,Q23L,Household income,8,Data,Q28L_21,Major issues in the community,,,"$150,000 or more",48%,35%,14%,3%,599,,,,,,,,,,,,,,
3736,Closed End,Major issues in the community,Q23L,Housing status,1,Header,Q28L_21,Major issues in the community,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3737,Closed End,Major issues in the community,Q23L,Housing status,2,Data,Q28L_21,Major issues in the community,,,Owner,52%,31%,13%,5%,2517,,,,,,,,,,,,,,
3738,Closed End,Major issues in the community,Q23L,Housing status,3,Data,Q28L_21,Major issues in the community,,,Renter,38%,31%,21%,9%,673,,,,,,,,,,,,,,
3739,Closed End,Major issues in the community,Q23L,Housing status,4,Data,Q28L_21,Major issues in the community,,,"Lives with family or friends, homeless, or some other arrangement",43%,29%,23%,5%,58,,,,,,,,,,,,,,
3740,Closed End,Major issues in the community,Q23L,Home language,1,Header,Q28L_21,Major issues in the community,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3741,Closed End,Major issues in the community,Q23L,Home language,2,Data,Q28L_21,Major issues in the community,,,English only,50%,31%,13%,5%,2864,,,,,,,,,,,,,,
3742,Closed End,Major issues in the community,Q23L,Home language,3,Data,Q28L_21,Major issues in the community,,,English plus another language,41%,35%,18%,6%,204,,,,,,,,,,,,,,
3743,Closed End,Major issues in the community,Q23L,Home language,4,Data,Q28L_21,Major issues in the community,,,Another language only,37%,29%,23%,11%,90,,,,,,,,,,,,,,
3744,Closed End,Major issues in the community,Q23L,Race / ethnicity,1,Header,Q28L_21,Major issues in the community,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3745,Closed End,Major issues in the community,Q23L,Race / ethnicity,2,Data,Q28L_21,Major issues in the community,,,BIPOC,44%,29%,20%,8%,488,,,,,,,,,,,,,,
3746,Closed End,Major issues in the community,Q23L,Race / ethnicity,3,Data,Q28L_21,Major issues in the community,,,"American Indian, Native American, or Alaska Native",45%,29%,12%,15%,59,,,,,,,,,,,,,,
3747,Closed End,Major issues in the community,Q23L,Race / ethnicity,4,Data,Q28L_21,Major issues in the community,,,Asian American or Asian,38%,30%,24%,8%,189,,,,,,,,,,,,,,
3748,Closed End,Major issues in the community,Q23L,Race / ethnicity,5,Data,Q28L_21,Major issues in the community,,,"Black, African American, or African",44%,30%,17%,9%,144,,,,,,,,,,,,,,
3749,Closed End,Major issues in the community,Q23L,Race / ethnicity,6,Data,Q28L_21,Major issues in the community,,,Latino/a or Hispanic,47%,28%,18%,7%,127,,,,,,,,,,,,,,
3750,Closed End,Major issues in the community,Q23L,Race / ethnicity,7,Data,Q28L_21,Major issues in the community,,,White or Caucasian alone,51%,33%,12%,5%,2555,,,,,,,,,,,,,,
3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,Closed End,Major issues in the community,Q23M,Title,1,Title,Q28M_21,Major issues in the community,,,23M. How significant of an issue do you consider civil unrest to be within the East Metro?,,,,,,,,,,,,,,,,,,,
3753,Closed End,Major issues in the community,Q23M,Column labels,1,Labels,Q28M_21,Major issues in the community,,,,Very significant,Somewhat significant,Not very significant,Not at all significant,Number of respondents (unweighted),,,,,,,,,,,,,,
3754,Closed End,Major issues in the community,Q23M,Region,1,Header,Q28M_21,Major issues in the community,,,Results by region:,,,,,,,,,,,,,,,,,,,
3755,Closed End,Major issues in the community,Q23M,Region,2,Data,Q28M_21,Major issues in the community,,,East Metro overall,29%,32%,25%,14%,3315,,,,,,,,,,,,,,
3756,Closed End,Major issues in the community,Q23M,Region,3,Data,Q28M_21,Major issues in the community,,,Dakota County,27%,32%,24%,16%,822,,,,,,,,,,,,,,
3757,Closed End,Major issues in the community,Q23M,Region,4,Data,Q28M_21,Major issues in the community,,,Ramsey County (overall),30%,32%,26%,12%,1791,,,,,,,,,,,,,,
3758,Closed End,Major issues in the community,Q23M,Region,5,Data,Q28M_21,Major issues in the community,,,City of Saint Paul,31%,31%,26%,12%,983,,,,,,,,,,,,,,
3759,Closed End,Major issues in the community,Q23M,Region,6,Data,Q28M_21,Major issues in the community,,,Suburban Ramsey County,28%,34%,25%,12%,808,,,,,,,,,,,,,,
3760,Closed End,Major issues in the community,Q23M,Region,7,Data,Q28M_21,Major issues in the community,,,Washington County,28%,30%,27%,15%,702,,,,,,,,,,,,,,
3761,Closed End,Major issues in the community,Q23M,Gender,1,Header,Q28M_21,Major issues in the community,,,Results by gender identity:,,,,,,,,,,,,,,,,,,,
3762,Closed End,Major issues in the community,Q23M,Gender,2,Data,Q28M_21,Major issues in the community,,,Females,26%,35%,26%,13%,1940,,,,,,,,,,,,,,
3763,Closed End,Major issues in the community,Q23M,Gender,3,Data,Q28M_21,Major issues in the community,,,Males,29%,31%,25%,16%,1225,,,,,,,,,,,,,,
3764,Closed End,Major issues in the community,Q23M,Age,1,Header,Q28M_21,Major issues in the community,,,Results by age:,,,,,,,,,,,,,,,,,,,
3765,Closed End,Major issues in the community,Q23M,Age,2,Data,Q28M_21,Major issues in the community,,,18-34,21%,30%,30%,19%,388,,,,,,,,,,,,,,
3766,Closed End,Major issues in the community,Q23M,Age,3,Data,Q28M_21,Major issues in the community,,,35-44,22%,34%,26%,18%,556,,,,,,,,,,,,,,
3767,Closed End,Major issues in the community,Q23M,Age,4,Data,Q28M_21,Major issues in the community,,,45-54,24%,35%,30%,11%,401,,,,,,,,,,,,,,
3768,Closed End,Major issues in the community,Q23M,Age,5,Data,Q28M_21,Major issues in the community,,,55-64,27%,35%,23%,15%,521,,,,,,,,,,,,,,
3769,Closed End,Major issues in the community,Q23M,Age,6,Data,Q28M_21,Major issues in the community,,,65+,38%,31%,22%,9%,1040,,,,,,,,,,,,,,
3770,Closed End,Major issues in the community,Q23M,Education,1,Header,Q28M_21,Major issues in the community,,,Results by education level:,,,,,,,,,,,,,,,,,,,
3771,Closed End,Major issues in the community,Q23M,Education,2,Data,Q28M_21,Major issues in the community,,,"Less than HS diploma, no GED",33%,36%,24%,7%,39,,,,,,,,,,,,,,
3772,Closed End,Major issues in the community,Q23M,Education,3,Data,Q28M_21,Major issues in the community,,,HS diploma or GED,38%,34%,18%,10%,247,,,,,,,,,,,,,,
3773,Closed End,Major issues in the community,Q23M,Education,4,Data,Q28M_21,Major issues in the community,,,"Some college, trade school, or Associate degree",34%,31%,21%,13%,858,,,,,,,,,,,,,,
3774,Closed End,Major issues in the community,Q23M,Education,5,Data,Q28M_21,Major issues in the community,,,Bachelor's degree or higher,21%,32%,30%,17%,2029,,,,,,,,,,,,,,
3775,Closed End,Major issues in the community,Q23M,Household income,1,Header,Q28M_21,Major issues in the community,,,Results by household income:,,,,,,,,,,,,,,,,,,,
3776,Closed End,Major issues in the community,Q23M,Household income,2,Data,Q28M_21,Major issues in the community,,,"Less than $20,000",42%,25%,17%,16%,206,,,,,,,,,,,,,,
3777,Closed End,Major issues in the community,Q23M,Household income,3,Data,Q28M_21,Major issues in the community,,,"$20,000 to $39,999",37%,28%,25%,10%,317,,,,,,,,,,,,,,
3778,Closed End,Major issues in the community,Q23M,Household income,4,Data,Q28M_21,Major issues in the community,,,"$40,000 to $59,999",31%,36%,21%,12%,379,,,,,,,,,,,,,,
3779,Closed End,Major issues in the community,Q23M,Household income,5,Data,Q28M_21,Major issues in the community,,,"$60,000 to $79,999",30%,38%,18%,14%,400,,,,,,,,,,,,,,
3780,Closed End,Major issues in the community,Q23M,Household income,6,Data,Q28M_21,Major issues in the community,,,"$80,000 to $99,999",26%,32%,26%,16%,300,,,,,,,,,,,,,,
3781,Closed End,Major issues in the community,Q23M,Household income,7,Data,Q28M_21,Major issues in the community,,,"$100,000 to $149,999",27%,30%,30%,13%,539,,,,,,,,,,,,,,
3782,Closed End,Major issues in the community,Q23M,Household income,8,Data,Q28M_21,Major issues in the community,,,"$150,000 or more",16%,34%,30%,20%,599,,,,,,,,,,,,,,
3783,Closed End,Major issues in the community,Q23M,Housing status,1,Header,Q28M_21,Major issues in the community,,,Results by housing status:,,,,,,,,,,,,,,,,,,,
3784,Closed End,Major issues in the community,Q23M,Housing status,2,Data,Q28M_21,Major issues in the community,,,Owner,27%,32%,26%,15%,2552,,,,,,,,,,,,,,
3785,Closed End,Major issues in the community,Q23M,Housing status,3,Data,Q28M_21,Major issues in the community,,,Renter,31%,30%,25%,14%,682,,,,,,,,,,,,,,
3786,Closed End,Major issues in the community,Q23M,Housing status,4,Data,Q28M_21,Major issues in the community,,,"Lives with family or friends, homeless, or some other arrangement",47%,32%,19%,2%,62,,,,,,,,,,,,,,
3787,Closed End,Major issues in the community,Q23M,Home language,1,Header,Q28M_21,Major issues in the community,,,Results by home language:,,,,,,,,,,,,,,,,,,,
3788,Closed End,Major issues in the community,Q23M,Home language,2,Data,Q28M_21,Major issues in the community,,,English only,27%,33%,26%,14%,2903,,,,,,,,,,,,,,
3789,Closed End,Major issues in the community,Q23M,Home language,3,Data,Q28M_21,Major issues in the community,,,English plus another language,31%,27%,27%,16%,209,,,,,,,,,,,,,,
3790,Closed End,Major issues in the community,Q23M,Home language,4,Data,Q28M_21,Major issues in the community,,,Another language only,41%,28%,20%,12%,89,,,,,,,,,,,,,,
3791,Closed End,Major issues in the community,Q23M,Race / ethnicity,1,Header,Q28M_21,Major issues in the community,,,Results by race/ethnicity:,,,,,,,,,,,,,,,,,,,
3792,Closed End,Major issues in the community,Q23M,Race / ethnicity,2,Data,Q28M_21,Major issues in the community,,,BIPOC,40%,25%,22%,12%,504,,,,,,,,,,,,,,
3793,Closed End,Major issues in the community,Q23M,Race / ethnicity,3,Data,Q28M_21,Major issues in the community,,,"American Indian, Native American, or Alaska Native",41%,18%,12%,30%,61,,,,,,,,,,,,,,
3794,Closed End,Major issues in the community,Q23M,Race / ethnicity,4,Data,Q28M_21,Major issues in the community,,,Asian American or Asian,36%,28%,26%,10%,194,,,,,,,,,,,,,,
3795,Closed End,Major issues in the community,Q23M,Race / ethnicity,5,Data,Q28M_21,Major issues in the community,,,"Black, African American, or African",44%,22%,19%,15%,156,,,,,,,,,,,,,,
3796,Closed End,Major issues in the community,Q23M,Race / ethnicity,6,Data,Q28M_21,Major issues in the community,,,Latino/a or Hispanic,41%,29%,17%,13%,126,,,,,,,,,,,,,,
3797,Closed End,Major issues in the community,Q23M,Race / ethnicity,7,Data,Q28M_21,Major issues in the community,,,White or Caucasian alone,24%,34%,27%,15%,2576,,,,,,,,,,,,,,
3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,Closed End,Major issues in the community,Q23N,Title,1,Title,Q28N_21,Major issues in the community,,,23N. How significant of an issue do you consider poverty to be within the East Metro?,,,,,,,,,,,,,,,,,,,
